Marital_status,Application_mode,Application_order,Daytime_evening_attendance,Previous_qualification_grade,Mothers_qualification,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Status
1,43,1,1,151.0,19,100.0,0,1,1,0,0,20,6,12,5,12.2,0,6,8,5,14.6,0,1
1,44,1,1,140.0,1,140.0,1,0,1,0,0,20,6,11,5,14.2,0,6,12,2,13.5,0,1
1,1,2,1,136.0,37,139.2,1,0,1,0,0,18,6,7,6,13.833333333333334,0,6,6,6,14.0,0,1
1,1,1,1,142.0,19,132.6,0,0,1,0,0,18,6,8,5,12.8,0,6,14,3,10.0,0,1
1,17,3,1,142.0,37,129.4,0,0,1,0,0,18,5,5,5,13.2,0,5,6,4,12.5,0,1
1,17,1,1,127.0,1,125.6,0,1,1,0,1,18,6,7,1,14.0,0,6,6,0,0.0,0,0
1,17,1,1,131.0,1,129.3,0,0,1,0,0,19,8,8,8,13.875,0,6,8,5,14.0,0,1
1,1,1,1,134.0,38,128.4,1,0,1,0,1,19,5,7,5,12.5,0,5,8,5,12.714285714285714,0,1
1,17,2,1,142.0,19,139.9,0,0,1,0,1,18,6,7,6,13.428571428571429,0,6,6,6,12.5,0,1
1,1,1,1,123.0,38,124.8,0,0,0,0,1,18,6,7,5,11.8,0,6,7,5,13.0,0,1
1,17,3,1,133.0,1,128.5,1,0,1,0,1,18,7,7,7,14.868571428571428,0,8,9,8,15.11111111111111,0,1
1,1,4,1,125.0,19,117.8,1,0,1,0,0,18,7,10,7,13.03,0,8,8,8,13.21875,0,1
1,17,1,1,120.0,38,115.1,1,0,1,0,0,19,6,7,6,14.571428571428571,0,6,7,6,12.333333333333334,0,1
1,17,2,1,125.0,19,118.0,1,0,1,0,0,18,6,9,5,11.0,0,6,9,4,11.25,0,1
1,39,1,1,133.1,19,120.0,0,0,1,0,1,25,8,8,8,13.3675,0,8,8,8,13.3675,0,1
1,1,4,1,133.1,19,119.6,1,0,1,0,1,19,7,7,6,12.808333333333332,0,8,11,7,12.825714285714286,0,1
1,17,6,1,143.0,1,133.2,1,0,1,0,0,18,7,7,7,13.918571428571427,0,8,9,8,13.8875,0,1
1,17,1,1,147.0,4,141.8,1,0,1,0,0,19,6,8,6,13.0,0,6,9,4,12.8,0,1
2,1,1,1,142.0,19,130.3,0,0,1,0,0,18,7,7,6,13.683333333333332,0,7,7,6,13.683333333333332,0,1
1,39,1,1,150.0,19,100.0,0,0,1,0,0,24,6,11,5,13.0,0,6,12,1,12.0,0,0
1,1,2,1,124.0,3,114.6,1,0,1,0,0,21,6,8,5,12.8,0,6,7,5,11.2,0,1
1,1,2,1,136.0,1,123.4,1,0,1,0,1,18,6,9,6,13.571428571428571,0,6,6,6,12.166666666666666,0,1
1,1,1,1,116.0,38,116.4,1,0,1,0,0,18,6,6,6,13.166666666666666,0,6,6,6,13.166666666666666,0,1
2,1,1,1,127.0,12,123.2,0,0,1,0,1,20,6,6,6,15.0,0,6,6,6,14.5,0,1
1,1,1,1,117.0,4,123.7,1,0,1,0,0,19,6,6,6,12.666666666666666,0,6,8,5,11.4,0,1
1,1,2,1,116.0,1,127.6,1,0,1,0,1,19,6,7,6,13.857142857142858,0,6,7,6,13.142857142857142,0,0
1,1,4,1,129.0,37,117.1,1,0,1,0,0,30,7,7,7,14.692857142857145,0,8,8,8,14.9625,0,1
1,1,1,1,157.0,19,149.3,0,0,1,0,0,18,8,8,8,14.035,0,8,8,8,14.035,0,1
1,17,1,1,135.0,1,125.6,1,0,1,0,0,18,5,8,4,11.0,1,5,8,3,14.0,0,1
1,1,1,1,139.0,38,145.0,1,0,1,0,1,18,6,6,6,13.333333333333334,0,6,6,6,13.333333333333334,0,1
1,18,1,1,115.0,38,115.0,0,0,1,0,0,20,7,13,6,11.7725,0,8,9,7,12.33,0,1
1,1,1,1,123.0,38,114.3,0,0,1,0,0,19,6,0,0,0.0,0,6,0,0,0.0,0,0
1,43,2,1,140.0,19,126.0,1,0,1,0,0,19,6,0,0,0.0,0,6,12,0,0.0,0,0
1,1,1,1,138.0,19,124.0,1,0,0,0,0,19,0,0,0,0.0,0,0,0,0,0.0,0,0
1,1,4,1,132.0,1,122.6,1,0,1,0,1,18,6,7,6,12.285714285714286,0,6,6,6,12.0,0,1
1,1,4,1,140.0,3,133.8,1,0,1,0,0,17,8,14,5,12.46,0,8,14,5,12.46,0,1
1,18,1,1,117.0,19,113.5,1,0,1,0,0,19,7,10,6,12.166666666666666,0,7,9,6,13.166666666666666,0,1
1,1,4,1,125.0,19,122.6,1,0,1,0,0,18,6,9,5,11.833333333333334,0,6,8,2,11.5,0,1
1,7,1,1,140.0,37,140.0,0,0,1,0,0,25,8,8,7,14.805714285714286,0,8,8,7,14.805714285714286,0,1
1,1,1,1,133.1,12,107.0,1,0,1,0,0,19,6,11,5,10.6,0,6,10,6,11.714285714285714,0,0
1,53,1,1,130.0,19,130.0,1,1,0,0,0,24,9,9,8,13.125,0,9,13,6,13.0,0,1
1,1,1,1,134.0,1,124.2,1,1,1,0,1,19,6,6,6,12.833333333333334,0,6,6,6,12.666666666666666,0,1
1,18,1,1,128.0,19,125.8,0,0,1,0,1,20,8,8,0,0.0,8,8,8,0,0.0,8,1
1,1,1,1,115.0,1,108.0,1,0,1,0,1,20,6,9,5,13.0,0,6,6,5,13.8,0,1
1,1,2,1,119.0,1,115.2,1,0,1,0,1,20,7,8,7,12.725,0,8,8,8,13.7125,0,1
1,17,1,1,131.0,1,129.3,1,0,1,0,0,19,5,10,4,11.25,1,5,10,3,10.333333333333334,0,1
1,7,1,1,120.0,3,120.0,1,0,1,0,0,31,12,12,11,13.818181818181818,0,12,16,12,13.461538461538462,0,1
1,1,1,1,120.0,1,116.7,0,0,1,0,0,20,5,12,3,12.333333333333334,2,5,8,3,13.0,1,1
1,1,3,1,135.0,3,121.0,1,0,1,0,0,18,5,14,3,12.333333333333334,2,5,8,5,11.6,0,1
1,17,1,1,146.0,1,128.2,0,1,1,0,0,18,6,8,4,13.25,0,6,10,3,10.666666666666666,0,1
1,1,4,1,133.0,1,121.1,1,0,1,0,0,18,6,7,6,13.666666666666666,0,6,9,5,15.4,0,1
1,51,1,1,122.0,19,112.6,0,1,1,0,0,20,11,18,8,12.625,0,10,10,3,11.0,0,1
1,17,1,1,128.0,2,123.3,1,0,1,0,1,20,6,6,6,14.833333333333334,0,6,8,6,12.142857142857142,0,1
1,17,2,1,129.0,19,129.4,0,0,1,0,1,19,6,7,5,11.2,0,6,10,5,13.125,0,0
1,17,1,1,122.0,19,119.9,0,0,1,0,1,21,5,6,5,11.4,0,5,6,5,12.2,0,1
1,1,4,1,140.0,1,131.6,1,0,1,0,0,18,7,8,7,13.135,0,8,9,8,13.244444444444444,0,1
1,51,1,1,143.0,1,120.0,1,0,1,0,0,21,10,10,10,13.0,0,11,11,10,11.4,0,0
1,1,4,1,118.0,19,110.0,1,0,1,0,0,19,7,12,4,12.85,0,7,7,7,12.62142857142857,0,1
1,44,1,1,140.0,1,143.0,0,0,1,0,0,20,6,6,6,13.5,0,6,9,5,12.5,0,1
1,44,1,1,140.0,1,140.0,0,0,1,0,0,20,6,7,6,14.285714285714286,0,6,9,3,13.0,0,1
1,1,1,1,123.0,12,119.2,1,0,1,0,1,18,6,8,5,13.5,0,6,6,6,14.5,0,1
1,1,1,1,140.0,19,124.3,1,0,1,0,1,18,5,8,4,10.75,0,5,5,5,13.0,0,1
1,17,1,1,116.0,19,111.1,1,0,1,0,1,18,6,9,6,11.333333333333334,0,6,9,6,11.833333333333334,0,1
1,43,1,1,150.0,38,150.0,1,0,1,0,1,21,7,15,3,13.0,2,5,12,5,13.285714285714286,1,1
1,1,1,1,147.0,38,147.3,0,0,1,0,0,18,7,7,6,13.966666666666669,0,7,7,6,13.966666666666669,0,1
1,1,1,1,162.0,19,147.5,1,0,1,0,1,18,8,8,8,14.14125,0,8,8,8,14.14125,0,1
1,17,2,1,108.0,37,108.0,1,0,1,0,1,20,6,10,4,11.6,0,6,10,4,11.75,0,1
2,42,1,1,130.0,37,130.0,0,0,1,0,1,32,8,8,8,14.6625,0,8,8,8,14.6625,0,1
2,39,1,0,140.0,37,130.0,0,0,1,0,0,34,5,5,0,0.0,0,5,5,0,0.0,0,1
1,1,2,1,116.0,19,109.0,1,0,1,0,1,23,7,8,6,12.993333333333334,0,8,9,8,12.66875,0,1
1,1,5,1,120.0,4,112.0,1,0,1,0,0,18,6,10,4,11.25,0,6,11,5,12.2,0,1
1,17,1,0,132.0,37,121.2,0,0,1,0,0,18,6,8,5,12.2,0,6,10,5,12.8,0,1
1,43,1,1,140.0,37,140.0,1,0,1,0,0,34,0,0,0,0.0,0,0,0,0,0.0,0,0
1,39,1,0,120.0,1,119.5,0,1,1,0,0,25,6,6,6,11.333333333333334,0,6,6,4,11.75,0,1
1,1,1,1,136.0,37,125.9,0,0,1,0,0,21,5,7,5,12.2,0,5,7,5,11.8,0,1
1,1,1,1,133.0,19,121.5,1,0,1,0,1,20,6,12,0,0.0,0,6,12,0,0.0,0,0
1,1,5,1,126.0,30,121.5,1,0,1,0,0,18,6,8,6,11.333333333333334,0,6,6,6,11.666666666666666,0,1
1,17,1,1,142.0,3,132.4,1,0,1,0,0,18,6,8,6,13.857142857142858,0,6,15,6,13.1,0,1
1,17,1,1,121.0,37,122.4,0,0,1,0,0,18,6,7,6,12.857142857142858,0,6,6,6,13.333333333333334,0,1
1,39,1,0,134.0,37,110.0,1,0,1,0,0,24,6,10,1,10.0,0,6,12,0,0.0,0,0
1,51,1,1,140.0,19,120.4,0,1,0,0,0,32,15,17,14,10.214285714285714,0,13,13,13,11.384615384615383,0,1
1,39,1,1,133.1,1,105.0,1,1,0,0,0,24,6,14,6,11.285714285714286,0,6,16,3,10.333333333333334,0,0
1,1,1,1,157.0,38,137.8,0,0,1,0,1,18,6,6,6,13.833333333333334,0,6,7,0,0.0,0,0
1,51,1,1,120.0,38,118.0,0,0,1,0,0,28,6,8,6,12.857142857142858,0,6,8,5,12.6,0,1
1,17,5,1,134.0,19,122.1,1,0,1,0,1,18,6,8,6,11.666666666666666,0,6,9,4,12.0,0,0
1,7,1,1,140.0,34,140.0,1,0,0,0,0,24,6,12,0,0.0,0,5,10,0,0.0,0,0
1,1,1,1,133.0,1,143.2,0,0,1,0,0,19,5,7,5,14.4,0,5,6,5,13.2,0,1
2,39,1,0,146.0,37,120.5,0,0,1,0,0,44,6,6,6,14.833333333333334,0,6,6,6,14.166666666666666,0,1
1,16,3,1,130.0,37,119.5,1,0,1,0,1,18,6,14,6,14.333333333333334,0,6,9,6,12.0,0,1
1,1,1,1,151.0,37,147.5,1,0,1,0,0,18,0,0,0,0.0,0,0,0,0,0.0,0,1
1,1,6,1,133.1,1,129.6,0,0,1,0,0,22,6,0,0,0.0,0,6,0,0,0.0,0,0
1,18,1,1,132.0,37,126.1,0,0,1,0,1,18,7,9,6,12.333333333333334,0,7,7,6,12.666666666666666,0,1
2,39,1,0,110.0,37,160.0,0,0,1,0,0,44,5,5,5,11.8,0,5,5,5,12.4,0,1
5,39,1,1,133.1,38,105.5,0,1,1,0,0,33,6,7,5,13.2,0,6,7,5,10.6,0,0
2,39,1,1,110.0,37,95.5,0,1,0,0,0,32,6,6,0,0.0,0,5,10,0,0.0,0,0
2,39,1,1,133.1,19,107.5,0,0,0,0,0,35,6,0,0,0.0,0,6,0,0,0.0,0,0
1,1,1,1,105.0,19,106.1,1,0,1,0,0,20,6,6,6,11.5,0,6,7,6,13.285714285714286,0,1
1,39,1,1,160.0,3,116.3,1,0,1,0,0,24,6,8,5,12.6,0,6,7,5,12.2,0,1
1,1,1,1,144.0,38,137.4,0,0,1,0,0,19,7,7,7,13.542857142857144,0,8,9,8,14.22222222222222,0,1
1,1,1,1,100.0,19,101.8,1,0,1,0,0,21,6,8,5,11.6,0,6,6,5,13.0,0,1
1,1,2,1,143.0,1,144.1,1,0,1,1,1,19,6,7,6,13.666666666666666,0,6,6,6,13.833333333333334,0,1
1,42,1,1,160.0,19,107.8,1,0,0,1,0,27,6,10,0,0.0,0,6,8,0,0.0,0,0
1,39,1,1,140.0,19,128.2,0,0,0,0,0,30,6,0,0,0.0,0,6,0,0,0.0,0,0
1,17,4,1,133.1,38,117.0,1,0,1,1,0,21,0,0,0,0.0,0,0,0,0,0.0,0,0
1,1,1,1,116.0,1,110.4,1,0,1,1,0,19,6,6,6,11.5,0,6,8,6,12.285714285714286,0,1
2,39,1,0,120.0,37,170.0,0,0,1,0,0,34,5,12,2,11.5,0,5,9,4,11.75,0,1
1,43,1,1,141.0,4,100.0,0,0,1,1,0,18,7,7,7,11.828571428571427,0,8,10,7,12.9125,0,1
1,1,1,1,110.0,3,117.0,1,0,1,1,0,21,0,0,0,0.0,0,0,0,0,0.0,0,1
1,1,2,1,127.0,3,133.5,1,0,1,1,0,17,0,0,0,0.0,0,0,0,0,0.0,0,1
1,1,1,1,132.0,19,128.0,1,0,1,0,1,19,7,7,6,12.966666666666669,0,7,7,6,12.966666666666669,0,1
1,1,1,1,135.0,37,122.1,1,0,1,1,0,18,6,6,6,13.833333333333334,0,6,6,6,13.666666666666666,0,1
1,17,2,1,135.0,19,133.4,1,0,1,0,0,19,7,7,7,14.125714285714285,0,8,8,8,14.36875,0,1
4,39,1,1,140.0,38,112.0,0,1,1,0,0,45,10,12,5,12.166666666666666,4,8,8,0,0.0,2,0
1,39,1,1,133.1,19,130.0,1,0,1,0,0,26,6,17,6,12.666666666666666,0,6,21,4,12.25,0,1
2,39,2,0,100.0,37,100.0,1,0,1,1,0,51,4,4,0,0.0,0,5,0,0,0.0,0,0
2,39,1,1,133.1,37,162.0,0,1,1,1,1,49,6,8,6,12.285714285714286,0,6,7,6,14.166666666666666,0,1
1,42,1,1,100.0,3,153.0,0,0,1,1,0,22,6,7,3,14.5,0,7,8,4,14.375,0,1
1,17,1,1,137.0,1,131.4,1,0,1,1,0,22,5,8,2,10.0,0,5,7,1,10.0,0,0
2,7,1,1,120.0,3,128.2,0,0,1,0,0,33,5,11,2,11.5,1,5,8,2,12.0,0,0
1,10,1,1,148.9,37,148.9,0,0,1,0,0,20,5,6,5,11.6,0,5,6,4,11.5,0,1
1,1,4,1,134.0,38,128.4,1,0,1,0,1,18,6,6,6,12.5,0,6,6,6,11.666666666666666,0,1
1,1,5,1,128.0,38,120.3,1,1,0,0,0,20,6,9,3,11.666666666666666,0,6,10,2,11.0,0,0
2,57,1,0,133.1,38,100.0,0,0,1,0,0,37,10,11,7,13.428571428571429,0,10,11,10,11.6,0,1
1,1,1,1,131.0,37,126.1,1,0,1,1,0,18,6,6,6,13.666666666666666,0,6,6,6,13.5,0,1
1,1,3,1,118.0,1,111.7,1,0,1,0,0,19,6,6,6,12.5,0,6,6,6,12.166666666666666,0,1
1,44,1,1,140.0,1,140.0,1,0,1,0,0,21,6,7,6,13.0,0,6,15,4,12.8,0,1
1,1,2,1,133.0,19,122.2,0,0,1,0,0,20,7,9,6,12.783333333333331,0,8,9,7,12.842857142857143,0,1
1,1,2,1,126.0,37,118.7,1,0,1,0,0,19,7,0,0,0.0,0,8,0,0,0.0,0,0
1,17,2,1,125.0,38,121.5,1,0,1,0,0,20,7,13,4,13.5,0,7,11,4,11.225,0,0
1,17,4,1,138.0,3,134.5,1,0,1,0,0,18,7,7,7,13.457142857142856,0,8,8,8,15.125,0,1
1,1,4,1,140.0,1,127.0,1,0,1,0,0,19,8,8,7,13.44285714285714,0,8,8,7,13.44285714285714,0,1
1,1,1,1,124.0,37,114.2,0,0,1,0,0,18,6,13,4,11.0,0,6,12,5,10.833333333333334,0,1
1,17,1,1,133.0,38,125.3,1,0,1,0,1,18,6,6,6,11.333333333333334,0,6,7,6,12.285714285714286,0,1
1,1,2,1,127.0,1,120.4,1,0,1,0,0,18,5,7,2,10.0,0,1,1,0,0.0,0,0
1,1,6,1,138.0,1,123.0,1,0,1,0,0,19,7,10,5,13.44,0,7,8,6,13.066666666666668,0,1
1,1,2,1,142.0,1,130.5,1,0,1,0,1,18,7,8,7,12.214285714285714,0,8,8,8,14.0625,0,1
1,1,1,1,130.0,37,125.5,1,0,1,0,1,19,6,6,6,14.166666666666666,0,6,6,6,13.5,0,1
1,53,1,1,130.0,1,133.8,0,1,1,0,1,24,12,13,12,12.846153846153848,0,11,13,11,12.636363636363637,0,1
1,44,1,1,150.0,37,150.0,0,0,1,0,0,20,6,8,6,13.0,0,6,18,2,12.0,0,1
1,1,1,1,127.0,1,130.5,1,0,1,0,1,21,5,6,5,12.8,1,5,7,4,11.25,0,1
1,44,1,1,140.0,38,140.0,0,1,0,0,0,20,6,13,4,13.0,0,6,11,5,12.0,0,0
1,17,6,1,126.0,19,119.4,1,0,1,0,1,19,7,7,7,13.371428571428572,0,8,9,8,13.666666666666666,0,1
1,17,5,1,139.0,19,121.3,1,0,1,0,1,19,7,8,7,13.385714285714286,0,8,8,8,13.3875,0,1
1,1,3,1,141.0,1,126.3,1,0,1,0,0,18,8,8,7,13.328571428571427,0,8,8,7,13.328571428571427,0,1
1,1,1,1,120.0,38,111.6,1,0,1,0,0,19,6,12,5,14.0,0,6,14,5,11.0,0,1
1,17,4,1,120.0,38,111.3,1,0,1,0,0,21,5,5,5,12.6,0,5,5,5,13.2,0,1
1,1,2,1,134.0,1,122.5,1,0,1,0,1,19,6,7,6,14.0,0,6,6,6,15.0,0,1
1,1,5,1,128.0,19,116.5,1,0,1,0,1,18,6,7,6,13.428571428571429,0,6,6,6,12.666666666666666,0,1
1,17,5,1,133.0,4,132.0,1,0,1,0,1,17,6,6,6,13.0,0,6,6,6,12.5,0,1
1,18,4,1,123.0,19,123.7,1,0,1,0,0,19,6,8,5,12.666666666666666,0,6,8,5,11.0,0,1
1,17,6,1,118.0,37,117.0,1,0,0,1,0,23,5,9,3,10.0,1,5,9,3,12.333333333333334,0,0
1,1,1,1,113.0,1,116.5,1,0,1,0,0,19,6,7,6,12.833333333333334,0,6,10,6,11.77777777777778,0,1
1,1,1,1,135.0,19,121.5,1,0,1,0,0,18,7,7,6,12.916666666666666,0,7,7,6,12.916666666666666,0,1
1,1,1,1,133.1,38,105.0,1,0,1,0,0,20,6,9,6,13.285714285714286,0,6,8,5,13.8,0,1
1,1,3,1,130.0,1,121.3,1,0,1,0,1,19,5,6,5,14.6,0,5,5,5,13.8,0,1
1,1,1,1,135.0,19,136.1,1,0,1,0,1,18,6,6,6,14.0,0,6,6,6,13.666666666666666,0,1
1,17,2,1,133.0,37,123.6,0,0,1,0,1,19,6,7,6,14.142857142857142,0,6,6,6,15.0,0,1
1,1,4,1,123.0,38,129.0,1,0,1,0,0,19,6,8,6,11.666666666666666,0,6,6,6,12.333333333333334,0,1
1,17,1,1,145.0,19,136.8,1,0,1,0,0,18,8,9,8,14.3775,1,8,9,8,14.3775,1,1
1,17,2,1,146.0,3,133.4,1,0,1,0,0,18,7,8,7,12.5,0,8,9,7,13.042857142857144,0,1
1,1,5,1,144.0,38,136.0,1,0,1,0,1,19,7,7,6,14.15,0,7,7,6,14.15,0,1
1,1,1,1,144.0,38,125.8,0,0,1,0,1,19,8,12,7,12.471428571428572,0,8,12,7,12.471428571428572,0,1
1,1,1,1,131.0,4,120.5,0,0,1,0,0,19,7,7,6,14.15,0,7,7,6,14.15,0,1
1,1,2,1,141.0,37,130.2,1,0,1,0,0,21,7,11,7,14.072222222222225,0,8,8,8,14.0475,0,1
1,1,3,1,138.0,3,135.9,1,0,1,0,0,18,6,7,6,14.857142857142858,0,6,6,6,14.666666666666666,0,1
1,1,1,1,127.0,19,116.5,0,0,1,0,1,19,6,7,6,14.285714285714286,0,6,6,6,13.166666666666666,0,1
1,1,4,1,124.0,19,124.0,0,0,0,0,0,18,4,4,0,0.0,0,4,4,0,0.0,0,0
1,7,1,0,140.0,1,140.0,0,0,1,0,0,30,6,0,0,0.0,0,6,0,0,0.0,0,0
1,17,1,1,157.0,3,150.9,1,0,1,0,0,18,6,8,6,15.0,0,6,8,5,15.166666666666666,0,0
1,1,3,1,129.0,19,127.3,1,0,1,0,1,20,7,7,6,12.633333333333333,0,7,7,6,12.633333333333333,0,1
1,39,1,1,133.1,1,100.0,0,1,0,0,0,25,5,5,5,11.2,0,5,5,5,12.6,0,0
1,1,5,1,142.0,38,128.8,1,0,1,0,0,18,7,7,6,14.233333333333334,0,7,7,6,14.233333333333334,0,1
5,1,3,1,133.0,19,119.7,1,0,1,0,0,21,5,13,5,12.2,2,5,10,3,11.333333333333334,1,1
1,1,1,1,156.0,5,140.8,0,0,1,0,0,18,8,8,7,15.7,0,8,8,7,15.7,0,1
1,1,1,1,151.0,37,138.0,1,0,1,0,0,18,7,7,6,15.2,0,7,7,6,15.2,0,1
1,17,1,1,135.0,3,132.9,1,0,0,0,0,29,6,9,6,16.333333333333332,0,6,8,5,15.6,0,0
1,43,1,1,140.0,3,140.0,0,0,1,0,0,20,17,29,14,12.5625,4,12,24,12,12.857142857142858,1,1
1,7,1,1,140.0,3,140.0,0,0,1,0,0,26,7,0,0,0.0,0,8,0,0,0.0,0,0
1,1,2,1,100.0,38,99.3,1,0,1,0,0,21,6,8,5,12.4,0,6,6,6,12.0,0,1
1,18,1,1,126.0,37,119.3,0,0,1,0,1,19,8,9,8,13.78125,1,8,9,8,13.78125,1,1
1,17,2,1,123.0,19,113.2,1,1,1,0,0,19,6,10,6,12.166666666666666,0,6,8,5,11.666666666666666,0,0
1,17,1,1,133.1,38,117.0,0,0,1,0,0,21,6,8,5,11.8,0,6,8,5,11.833333333333334,0,1
1,18,1,0,137.0,1,123.0,0,1,1,0,0,20,6,13,4,10.8,0,6,15,4,12.0,0,1
1,1,6,1,138.0,37,127.2,1,0,1,0,1,18,7,8,7,13.26,0,8,8,8,14.28625,0,1
1,1,2,1,128.0,34,141.0,1,0,0,0,0,20,6,10,4,12.0,0,6,15,3,10.666666666666666,0,0
1,1,1,1,136.0,19,121.7,0,0,1,0,1,20,6,9,6,11.875,0,6,7,6,14.428571428571429,0,1
1,43,1,1,127.0,19,121.1,0,0,1,0,1,18,7,11,5,12.16,0,7,7,2,13.4,0,1
1,16,1,1,145.0,1,146.1,1,0,1,0,0,18,6,6,1,15.0,0,6,7,4,12.5,0,1
1,1,1,1,140.0,37,142.5,1,0,1,0,0,18,6,6,6,13.333333333333334,0,6,9,5,13.2,0,1
1,17,1,1,138.0,2,126.8,1,0,1,0,0,18,5,12,2,11.5,0,5,12,3,11.8,2,1
1,44,1,1,150.0,3,150.0,1,0,1,0,0,22,6,7,6,14.428571428571429,0,6,9,5,13.0,0,1
1,44,3,1,150.0,1,150.0,1,0,1,0,0,19,5,10,1,13.0,1,5,8,3,15.333333333333334,0,1
1,17,1,1,131.0,19,134.5,1,0,1,0,1,19,6,7,6,15.0,0,6,8,6,14.333333333333334,0,1
1,1,2,1,136.0,19,129.5,1,0,1,0,0,18,7,9,7,15.155555555555557,0,8,8,8,16.8,0,1
1,1,1,1,117.0,38,113.2,1,1,1,0,0,20,6,8,6,10.666666666666666,0,6,7,6,11.857142857142858,0,1
1,17,1,1,158.0,38,140.2,1,0,1,0,0,18,6,9,5,11.0,0,6,9,4,11.25,0,0
1,17,2,1,129.0,1,119.2,1,0,1,0,0,21,6,0,0,0.0,0,6,0,0,0.0,0,0
1,1,1,1,140.0,1,140.7,0,0,1,0,0,19,6,7,6,12.285714285714286,0,6,7,6,12.0,0,1
1,1,5,1,141.0,38,142.3,1,0,1,0,0,18,8,8,8,12.82875,0,8,8,8,12.82875,0,0
1,1,4,1,132.0,12,129.9,1,0,1,0,0,18,6,6,6,12.666666666666666,0,6,8,5,14.4,0,1
1,17,1,1,133.0,1,134.8,1,0,1,0,0,18,0,0,0,0.0,0,0,0,0,0.0,0,1
1,17,1,1,109.0,19,104.1,1,1,0,0,1,21,6,16,2,13.0,0,6,8,0,0.0,0,0
1,1,1,1,135.0,1,122.4,0,1,1,0,0,19,5,10,5,10.875,0,5,8,4,12.4,0,1
1,1,1,1,122.0,37,120.6,1,0,1,0,1,19,5,5,5,12.8,0,5,8,5,11.6,0,1
1,17,3,1,118.0,1,112.4,1,0,1,0,0,19,6,10,5,11.285714285714286,0,6,7,0,0.0,0,0
1,1,1,1,174.0,5,157.9,0,0,1,0,0,18,0,0,0,0.0,0,0,0,0,0.0,0,1
1,43,1,1,142.0,38,125.9,0,0,1,0,1,19,6,0,0,0.0,0,6,11,1,10.0,0,0
1,17,2,1,131.0,38,118.4,1,0,1,0,1,20,7,9,6,13.766666666666666,0,8,9,8,13.744444444444444,0,0
1,1,3,1,139.0,18,130.8,1,0,0,0,0,18,8,9,6,12.758333333333333,1,8,9,6,12.758333333333333,1,0
1,1,1,1,170.0,19,176.7,1,0,1,0,1,19,0,0,0,0.0,0,0,0,0,0.0,0,0
1,1,1,1,182.0,19,156.8,1,0,1,0,0,18,6,6,6,12.666666666666666,0,6,8,6,13.25,0,1
1,1,1,1,125.0,19,126.8,0,0,1,0,0,18,6,13,6,12.0,0,6,16,4,12.75,0,1
1,1,1,1,142.0,1,128.0,0,0,1,0,1,19,6,8,6,12.25,0,6,8,6,12.0,0,1
1,1,2,1,119.0,19,113.8,1,0,1,0,0,20,5,8,3,11.333333333333334,0,5,8,5,12.2,0,1
1,17,5,1,128.0,1,120.8,1,0,1,0,1,19,7,9,7,13.507142857142856,0,8,12,8,13.05,0,1
1,1,3,1,150.0,19,130.8,1,0,1,0,0,18,8,8,7,13.614285714285714,0,8,8,7,13.614285714285714,0,1
1,39,1,1,133.1,19,101.0,0,1,1,0,0,25,6,6,0,0.0,0,6,6,0,0.0,0,0
1,17,5,1,131.0,37,126.1,1,0,0,0,0,18,6,9,4,11.5,1,6,6,6,12.166666666666666,0,1
1,1,5,1,118.0,38,113.8,1,0,1,0,0,19,6,7,6,12.333333333333334,0,6,7,6,12.5,0,1
1,17,2,1,122.0,19,118.3,1,0,1,0,1,19,7,7,7,11.971428571428572,0,8,8,8,14.4375,0,1
1,1,1,1,116.0,19,127.9,0,1,0,0,1,20,5,12,2,13.0,1,5,13,2,11.5,0,0
1,17,5,1,137.0,1,131.1,1,0,1,0,0,18,7,9,7,12.385714285714286,0,8,9,7,12.728571428571428,0,1
1,17,4,1,128.0,38,117.9,1,0,1,0,0,20,5,12,2,13.5,0,5,12,5,11.285714285714286,1,1
1,17,1,1,123.0,1,115.7,1,0,1,0,0,21,6,8,6,12.166666666666666,0,6,7,6,13.285714285714286,0,1
1,1,2,1,133.1,3,141.0,1,0,1,0,0,19,0,0,0,0.0,0,0,0,0,0.0,0,1
2,39,1,0,110.0,37,120.0,0,0,1,0,0,42,6,6,6,11.666666666666666,0,6,6,6,13.666666666666666,0,1
1,17,1,1,143.0,3,131.8,1,1,0,0,0,18,6,9,5,12.4,0,6,12,5,14.166666666666666,0,1
1,1,1,1,150.0,37,131.1,0,0,1,0,1,19,6,7,5,13.4,0,6,6,6,12.833333333333334,0,1
1,1,6,1,129.0,38,117.8,1,0,1,0,0,18,6,11,6,12.0,0,6,11,4,12.5,0,1
1,10,1,1,140.0,19,140.0,1,0,1,0,0,21,5,6,5,14.2,0,5,5,5,14.8,0,1
1,1,1,1,133.1,38,108.0,0,0,1,0,1,20,6,8,6,12.125,0,6,7,6,14.428571428571429,0,1
